"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-03-20 17:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 18:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6488,0,"",,
2018-03-20 18:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 19:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5471,0,"",,
2018-03-20 19:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 20:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5388,0,"",,
2018-03-20 20:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 21:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5667,0,"",,
2018-03-20 21:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 22:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4950,0,"",,
2018-03-20 22:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 23:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4735,0,"",,
2018-03-20 23:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 00:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4758,0,"",,
2018-03-21 00:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 01:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4771,0,"",,
2018-03-21 01:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 02:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4480,0,"",,
2018-03-21 02:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 03:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4577,0,"",,
2018-03-21 03:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 04:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4813,0,"",,
2018-03-21 04:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 05:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4994,0,"",,
2018-03-21 05:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 06:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5986,0,"",,
2018-03-21 06:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 07:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6921,0,"",,
2018-03-21 07:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 08:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",9380,0,"",,
2018-03-21 08:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-21 09:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",9440,0,"",,
