"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-01-06 10:00:00,="MAC030004001",1,"Channel 1",2,"South",907,0,"",,
2018-01-06 10:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 11:00:00,="MAC030004001",1,"Channel 1",2,"South",1145,0,"",,
2018-01-06 11:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 12:00:00,="MAC030004001",1,"Channel 1",2,"South",1224,0,"",,
2018-01-06 12:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 13:00:00,="MAC030004001",1,"Channel 1",2,"South",1253,0,"",,
2018-01-06 13:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 14:00:00,="MAC030004001",1,"Channel 1",2,"South",1202,0,"",,
2018-01-06 14:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 15:00:00,="MAC030004001",1,"Channel 1",2,"South",1046,0,"",,
2018-01-06 15:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 16:00:00,="MAC030004001",1,"Channel 1",2,"South",1151,0,"",,
2018-01-06 16:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 17:00:00,="MAC030004001",1,"Channel 1",2,"South",1129,0,"",,
2018-01-06 17:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 18:00:00,="MAC030004001",1,"Channel 1",2,"South",1249,0,"",,
2018-01-06 18:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 19:00:00,="MAC030004001",1,"Channel 1",2,"South",973,0,"",,
2018-01-06 19:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 20:00:00,="MAC030004001",1,"Channel 1",2,"South",1001,0,"",,
2018-01-06 20:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 21:00:00,="MAC030004001",1,"Channel 1",2,"South",754,0,"",,
2018-01-06 21:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 22:00:00,="MAC030004001",1,"Channel 1",2,"South",770,0,"",,
2018-01-06 22:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 23:00:00,="MAC030004001",1,"Channel 1",2,"South",732,0,"",,
2018-01-06 23:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 00:00:00,="MAC030004001",1,"Channel 1",2,"South",529,0,"",,
2018-01-07 00:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 01:00:00,="MAC030004001",1,"Channel 1",2,"South",469,0,"",,
2018-01-07 01:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 02:00:00,="MAC030004001",1,"Channel 1",2,"South",331,0,"",,
2018-01-07 02:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 03:00:00,="MAC030004001",1,"Channel 1",2,"South",282,0,"",,
2018-01-07 03:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 04:00:00,="MAC030004001",1,"Channel 1",2,"South",246,0,"",,
2018-01-07 04:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-07 05:00:00,="MAC030004001",1,"Channel 1",2,"South",306,0,"",,
